Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Degree,Polygon
ASV_1_F,ASV_1_F,,4,0.375677,0.396013,645.862654,2,19,3
ASV_100_F,ASV_100_F,,4,0.395216,0.42131,1377.241666,0,30,3
ASV_102_F,ASV_102_F,,4,0.384133,0.40658,584.034128,5,21,3
ASV_104_F,ASV_104_F,,4,0.384275,0.407461,749.613183,5,23,3
ASV_105_F,ASV_105_F,,4,0.372584,0.393292,493.004141,2,21,3
ASV_106_F,ASV_106_F,,4,0.388578,0.413465,1266.592818,6,28,3
ASV_107_F,ASV_107_F,,4,0.379097,0.399856,760.006146,0,19,3
ASV_11_F,ASV_11_F,,4,0.383567,0.40634,739.299451,2,23,3
ASV_111_F,ASV_111_F,,4,0.376492,0.397374,677.060935,1,20,3
ASV_112_F,ASV_112_F,,4,0.363605,0.380403,253.472905,5,14,3
ASV_116_F,ASV_116_F,,4,0.403958,0.431476,1740.399473,4,33,3
ASV_117_F,ASV_117_F,,4,0.404743,0.430916,1413.519283,4,29,3
ASV_119_F,ASV_119_F,,4,0.380343,0.402017,753.554396,1,21,3
ASV_12_F,ASV_12_F,,4,0.361458,0.378322,322.396324,4,14,3
ASV_120_F,ASV_120_F,,4,0.378821,0.399936,485.095761,4,19,3
ASV_121_F,ASV_121_F,,3,0.38945,0.413385,998.694352,7,25,3
ASV_122_F,ASV_122_F,,3,0.391353,0.415466,907.912511,5,25,3
ASV_124_F,ASV_124_F,,4,0.400077,0.426113,1265.065449,4,29,3
ASV_127_F,ASV_127_F,,3,0.390619,0.414986,880.122935,3,26,3
ASV_129_F,ASV_129_F,,3,0.401311,0.426993,1125.726101,2,28,3
ASV_13_F,ASV_13_F,,4,0.390034,0.415946,1276.381332,4,30,3
ASV_132_F,ASV_132_F,,4,0.380622,0.402257,744.624937,6,21,3
ASV_135_F,ASV_135_F,,4,0.392238,0.417227,1186.793662,5,27,3
ASV_136_F,ASV_136_F,,4,0.391648,0.415546,907.424994,7,24,3
ASV_138_F,ASV_138_F,,3,0.408075,0.435479,1842.711775,3,33,3
ASV_139_F,ASV_139_F,,3,0.407436,0.433878,1456.868643,0,30,3
ASV_14_F,ASV_14_F,,3,0.39748,0.42235,1213.963348,0,26,3
ASV_141_F,ASV_141_F,,4,0.392238,0.417307,883.6166,3,27,3
ASV_142_F,ASV_142_F,,4,0.3809,0.402578,640.560567,0,20,3
ASV_143_F,ASV_143_F,,4,0.358101,0.373919,349.738412,0,14,3
ASV_144_F,ASV_144_F,,3,0.394617,0.418668,887.271051,0,24,3
ASV_145_F,ASV_145_F,,4,0.384133,0.407061,896.334122,3,23,3
ASV_146_F,ASV_146_F,,3,0.385984,0.408902,772.986706,5,23,3
ASV_148_F,ASV_148_F,,4,0.374595,0.394813,487.379655,2,18,3
ASV_149_F,ASV_149_F,,4,0.372451,0.392651,541.318828,5,20,3
ASV_15_F,ASV_15_F,,4,0.381878,0.403778,613.647734,2,21,3
ASV_150_F,ASV_150_F,,4,0.386414,0.409142,868.022862,1,22,3
ASV_152_F,ASV_152_F,,4,0.410651,0.43812,1605.231822,7,33,3
ASV_158_F,ASV_158_F,,4,0.342998,0.355668,175.727134,0,9,3
ASV_16_F,ASV_16_F,,4,0.37965,0.402418,754.718734,6,24,3
ASV_161_F,ASV_161_F,,4,0.378133,0.400256,575.343724,8,22,3
ASV_162_F,ASV_162_F,,4,0.375,0.396334,592.695731,5,22,3
ASV_163_F,ASV_163_F,,3,0.408395,0.436119,1641.085777,5,34,3
ASV_165_F,ASV_165_F,,4,0.380482,0.402097,508.033035,3,20,3
ASV_166_F,ASV_166_F,,4,0.372985,0.393852,517.762529,2,21,3
ASV_168_F,ASV_168_F,,4,0.376901,0.397614,622.636035,0,20,3
ASV_169_F,ASV_169_F,,4,0.391795,0.415706,893.806348,3,24,3
ASV_171_F,ASV_171_F,,4,0.376356,0.397054,642.839196,6,20,3
ASV_172_F,ASV_172_F,,4,0.353721,0.370077,333.24464,6,15,3
ASV_173_F,ASV_173_F,,4,0.342434,0.35903,288.523877,6,15,3
ASV_174_F,ASV_174_F,,4,0.396874,0.423151,1200.499504,3,30,3
ASV_175_F,ASV_175_F,,4,0.362087,0.377442,228.737554,0,12,3
ASV_177_F,ASV_177_F,,4,0.392978,0.418108,1082.824619,2,27,3
ASV_179_F,ASV_179_F,,4,0.386701,0.410903,981.751478,5,26,3
ASV_18_F,ASV_18_F,,4,0.381179,0.403939,763.132296,4,23,3
ASV_182_F,ASV_182_F,,4,0.379373,0.401137,659.07822,8,21,3
ASV_184_F,ASV_184_F,,3,0.40162,0.427634,1257.022992,5,29,3
ASV_187_F,ASV_187_F,,3,0.394318,0.418988,998.540387,3,26,3
ASV_189_F,ASV_189_F,,4,0.390913,0.415066,799.171976,3,25,3
ASV_190_F,ASV_190_F,,4,0.373386,0.394172,593.257795,4,21,3
ASV_193_F,ASV_193_F,,3,0.387133,0.410503,829.789345,3,24,3
ASV_194_F,ASV_194_F,,4,0.381179,0.403138,629.547892,0,21,3
ASV_196_F,ASV_196_F,,4,0.376356,0.397054,635.251913,1,20,3
ASV_197_F,ASV_197_F,,4,0.357609,0.37456,373.054289,6,15,3
ASV_199_F,ASV_199_F,,4,0.386701,0.410102,836.858781,2,24,3
ASV_200_F,ASV_200_F,,4,0.399156,0.424832,1186.37566,5,28,3
ASV_201_F,ASV_201_F,,4,0.378959,0.400256,527.898823,3,20,3
ASV_203_F,ASV_203_F,,4,0.369018,0.386968,465.161705,0,16,3
ASV_205_F,ASV_205_F,,4,0.360332,0.376001,256.162579,0,13,3
ASV_206_F,ASV_206_F,,4,0.381179,0.402578,563.135104,1,20,3
ASV_209_F,ASV_209_F,,4,0.390473,0.416346,1126.293703,2,30,3
ASV_21_F,ASV_21_F,,4,0.398698,0.424992,1167.459137,8,30,3
ASV_210_F,ASV_210_F,,4,0.374595,0.394092,421.589706,3,17,3
ASV_211_F,ASV_211_F,,4,0.387565,0.411143,1043.536344,7,24,3
ASV_212_F,ASV_212_F,,3,0.381598,0.404259,717.852094,3,24,3
ASV_213_F,ASV_213_F,,3,0.389159,0.412424,842.0944,8,23,3
ASV_214_F,ASV_214_F,,3,0.407915,0.434998,1627.789042,5,32,3
ASV_215_F,ASV_215_F,,4,0.350741,0.365354,215.987129,6,11,3
ASV_216_F,ASV_216_F,,4,0.383284,0.405219,598.320617,4,20,3
ASV_217_F,ASV_217_F,,3,0.408075,0.434838,1435.300545,0,31,3
ASV_218_F,ASV_218_F,,4,0.369149,0.387688,465.150141,1,17,3
ASV_219_F,ASV_219_F,,4,0.369018,0.386728,417.890255,1,15,3
ASV_221_F,ASV_221_F,,4,0.388433,0.411383,702.853783,8,22,3
ASV_225_F,ASV_225_F,,4,0.375812,0.395853,543.647656,6,18,3
ASV_226_F,ASV_226_F,,3,0.387277,0.410663,780.637589,4,24,3
ASV_227_F,ASV_227_F,,4,0.378683,0.400016,545.243861,2,20,3
ASV_228_F,ASV_228_F,,3,0.401311,0.427954,1392.158233,1,31,3
ASV_229_F,ASV_229_F,,4,0.393573,0.419308,1092.490666,2,29,3
ASV_23_F,ASV_23_F,,3,0.402086,0.428434,1264.477232,3,30,3
ASV_230_F,ASV_230_F,,4,0.368496,0.387288,538.493358,0,18,3
ASV_232_F,ASV_232_F,,4,0.39824,0.423951,1114.095112,4,28,3
ASV_235_F,ASV_235_F,,4,0.360582,0.376801,292.728971,1,14,3
ASV_237_F,ASV_237_F,,3,0.398545,0.424432,1430.586182,1,29,3
ASV_238_F,ASV_238_F,,4,0.368757,0.387768,378.042755,0,17,3
ASV_24_F,ASV_24_F,,4,0.397936,0.423231,1068.348035,3,27,3
ASV_240_F,ASV_240_F,,4,0.385984,0.408902,787.039185,1,22,3
ASV_242_F,ASV_242_F,,4,0.386558,0.409622,820.845653,3,23,3
ASV_243_F,ASV_243_F,,4,0.388868,0.412184,876.424975,0,23,3
ASV_245_F,ASV_245_F,,4,0.385556,0.409222,984.775641,7,25,3
ASV_249_F,ASV_249_F,,4,0.370595,0.39009,485.165502,0,18,3
ASV_250_F,ASV_250_F,,4,0.36642,0.384326,479.166606,0,17,3
ASV_251_F,ASV_251_F,,4,0.37446,0.394412,555.502386,2,18,3
ASV_252_F,ASV_252_F,,3,0.396571,0.42235,1283.595558,3,29,3
ASV_254_F,ASV_254_F,,4,0.380343,0.403138,805.274568,3,23,3
ASV_256_F,ASV_256_F,,4,0.380482,0.402097,679.837425,0,21,3
ASV_257_F,ASV_257_F,,4,0.384985,0.407861,843.61146,3,23,3
ASV_258_F,ASV_258_F,,4,0.313743,0.326129,47.359706,0,6,3
ASV_259_F,ASV_259_F,,4,0.409037,0.436199,1457.592071,3,32,3
ASV_26_F,ASV_26_F,,3,0.408556,0.435639,1567.83052,8,32,3
ASV_260_F,ASV_260_F,,4,0.379927,0.402738,773.494431,0,24,3
ASV_261_F,ASV_261_F,,4,0.385128,0.408421,933.915754,3,24,3
ASV_262_F,ASV_262_F,,4,0.388578,0.413144,1190.405698,4,27,3
ASV_264_F,ASV_264_F,,4,0.377584,0.399296,845.684532,4,22,3
ASV_265_F,ASV_265_F,,3,0.391501,0.415626,1177.007287,7,25,3
ASV_266_F,ASV_266_F,,4,0.364751,0.382325,374.905082,4,15,3
ASV_268_F,ASV_268_F,,4,0.369149,0.388649,761.546745,0,20,3
ASV_27_F,ASV_27_F,,4,0.391059,0.415306,903.417241,6,25,3
ASV_271_F,ASV_271_F,,4,0.382299,0.404259,641.549264,0,21,3
ASV_273_F,ASV_273_F,,4,0.370068,0.389369,433.645525,3,17,3
ASV_274_F,ASV_274_F,,4,0.395817,0.420029,937.415899,4,24,3
ASV_276_F,ASV_276_F,,4,0.355169,0.369597,297.074523,6,12,3
ASV_277_F,ASV_277_F,,4,0.400231,0.426273,1250.446457,2,29,3
ASV_28_F,ASV_28_F,,4,0.368887,0.386647,328.844748,8,15,3
ASV_280_F,ASV_280_F,,4,0.387421,0.411223,795.227511,5,25,3
ASV_281_F,ASV_281_F,,4,0.373386,0.393452,656.590702,3,19,3
ASV_282_F,ASV_282_F,,4,0.38945,0.413144,882.083606,3,24,3
ASV_283_F,ASV_283_F,,3,0.39209,0.415946,859.029341,0,24,3
ASV_285_F,ASV_285_F,,4,0.327461,0.341258,158.747833,6,9,3
ASV_287_F,ASV_287_F,,4,0.372051,0.39121,436.864372,1,18,3
ASV_289_F,ASV_289_F,,4,0.369673,0.388809,441.028848,5,17,3
ASV_293_F,ASV_293_F,,4,0.368887,0.387368,306.444875,3,16,3
ASV_296_F,ASV_296_F,,4,0.375948,0.395773,482.729386,4,17,3
ASV_299_F,ASV_299_F,,4,0.365135,0.384006,404.772069,3,18,3
ASV_30_F,ASV_30_F,,4,0.382861,0.404659,595.941234,6,20,3
ASV_302_F,ASV_302_F,,4,0.387133,0.411223,866.456376,3,26,3
ASV_303_F,ASV_303_F,,3,0.390619,0.414665,983.317311,1,25,3
ASV_304_F,ASV_304_F,,4,0.375,0.395693,428.516907,3,19,3
ASV_305_F,ASV_305_F,,4,0.365648,0.385607,437.36112,3,19,3
ASV_307_F,ASV_307_F,,3,0.379511,0.400897,728.814968,5,21,3
ASV_309_F,ASV_309_F,,3,0.389159,0.413705,1200.067409,1,27,3
ASV_31_F,ASV_31_F,,4,0.389596,0.412984,797.568441,2,23,3
ASV_311_F,ASV_311_F,,3,0.39642,0.422831,1255.06835,0,31,3
ASV_313_F,ASV_313_F,,4,0.376764,0.397935,702.992013,2,21,3
ASV_314_F,ASV_314_F,,4,0.386701,0.410423,1049.750982,1,25,3
ASV_317_F,ASV_317_F,,4,0.378959,0.400817,744.262813,1,22,3
ASV_319_F,ASV_319_F,,4,0.367455,0.385126,345.106575,3,15,3
ASV_32_F,ASV_32_F,,3,0.390326,0.414345,877.314761,3,25,3
ASV_321_F,ASV_321_F,,4,0.346192,0.360711,205.564397,0,12,3
ASV_322_F,ASV_322_F,,4,0.39642,0.42227,1379.771053,3,29,3
ASV_325_F,ASV_325_F,,4,0.368365,0.386647,448.457849,1,17,3
ASV_326_F,ASV_326_F,,4,0.368235,0.386487,358.635035,0,16,3
ASV_327_F,ASV_327_F,,3,0.402708,0.428434,1178.254114,3,28,3
ASV_329_F,ASV_329_F,,4,0.37352,0.392731,430.142726,1,17,3
ASV_33_F,ASV_33_F,,4,0.390913,0.415386,976.519021,4,26,3
ASV_331_F,ASV_331_F,,4,0.378133,0.398735,504.887608,7,19,3
ASV_332_F,ASV_332_F,,3,0.397025,0.42219,1140.005318,3,27,3
ASV_333_F,ASV_333_F,,4,0.379373,0.401537,648.017646,2,22,3
ASV_335_F,ASV_335_F,,4,0.373252,0.393532,799.572065,0,20,3
ASV_336_F,ASV_336_F,,4,0.391795,0.416507,1053.306441,3,26,3
ASV_339_F,ASV_339_F,,4,0.379373,0.400736,523.087449,7,20,3
ASV_34_F,ASV_34_F,,4,0.400231,0.426273,1248.465348,4,29,3
ASV_340_F,ASV_340_F,,4,0.391501,0.416106,881.137731,5,26,3
ASV_341_F,ASV_341_F,,4,0.366034,0.384006,339.660395,2,16,3
ASV_342_F,ASV_342_F,,4,0.394617,0.419468,943.338701,3,26,3
ASV_343_F,ASV_343_F,,4,0.380066,0.401537,503.897577,3,20,3
ASV_345_F,ASV_345_F,,3,0.377311,0.397054,449.277033,1,17,3
ASV_346_F,ASV_346_F,,4,0.390619,0.414505,811.639207,4,24,3
ASV_348_F,ASV_348_F,,4,0.369411,0.388409,662.183933,0,18,3
ASV_35_F,ASV_35_F,,4,0.384985,0.407861,902.588253,2,23,3
ASV_350_F,ASV_350_F,,4,0.370726,0.389689,472.471174,1,17,3
ASV_351_F,ASV_351_F,,4,0.386558,0.410743,913.928671,3,26,3
ASV_355_F,ASV_355_F,,4,0.374191,0.394492,657.409445,5,20,3
ASV_359_F,ASV_359_F,,4,0.376492,0.397614,715.622433,5,20,3
ASV_360_F,ASV_360_F,,4,0.387133,0.411703,934.23817,0,27,3
ASV_361_F,ASV_361_F,,4,0.383708,0.4069,769.196811,0,24,3
ASV_363_F,ASV_363_F,,3,0.38527,0.407781,763.751341,4,22,3
ASV_364_F,ASV_364_F,,4,0.390619,0.414585,905.073466,6,24,3
ASV_365_F,ASV_365_F,,3,0.386128,0.408742,834.439587,3,22,3
ASV_366_F,ASV_366_F,,4,0.382439,0.404019,626.535715,0,20,3
ASV_367_F,ASV_367_F,,4,0.384843,0.408181,857.654011,5,24,3
ASV_37_F,ASV_37_F,,3,0.383567,0.40618,828.634707,2,23,3
ASV_370_F,ASV_370_F,,3,0.391353,0.415786,958.361035,3,26,3
ASV_374_F,ASV_374_F,,4,0.359585,0.37504,296.545906,7,13,3
ASV_379_F,ASV_379_F,,4,0.384133,0.407141,833.320126,1,23,3
ASV_383_F,ASV_383_F,,4,0.366808,0.385046,666.070934,6,17,3
ASV_386_F,ASV_386_F,,4,0.36171,0.378882,398.135653,6,16,3
ASV_389_F,ASV_389_F,,4,0.366808,0.384246,310.401944,5,14,3
ASV_39_F,ASV_39_F,,4,0.381598,0.403458,523.338312,5,21,3
ASV_390_F,ASV_390_F,,4,0.382439,0.404819,695.9129,5,22,3
ASV_395_F,ASV_395_F,,4,0.367585,0.385607,362.813575,3,15,3
ASV_396_F,ASV_396_F,,4,0.381179,0.403618,846.936281,3,23,3
ASV_397_F,ASV_397_F,,4,0.377311,0.399296,886.72388,0,23,3
ASV_4_F,ASV_4_F,,3,0.398545,0.425072,1736.311186,8,31,3
ASV_40_F,ASV_40_F,,4,0.388288,0.411543,718.990419,4,23,3
ASV_400_F,ASV_400_F,,4,0.409037,0.43748,1896.207286,3,36,3
ASV_401_F,ASV_401_F,,4,0.365648,0.383926,501.115772,0,17,3
ASV_403_F,ASV_403_F,,4,0.378545,0.399215,531.342112,3,19,3
ASV_405_F,ASV_405_F,,4,0.372184,0.391531,438.399271,3,17,3
ASV_406_F,ASV_406_F,,4,0.38945,0.414105,1192.986582,1,27,3
ASV_408_F,ASV_408_F,,4,0.376901,0.398575,879.048207,1,23,3
ASV_412_F,ASV_412_F,,3,0.390473,0.414185,878.458329,3,24,3
ASV_413_F,ASV_413_F,,4,0.389013,0.413385,871.881,3,26,3
ASV_416_F,ASV_416_F,,4,0.386989,0.409782,742.124489,3,22,3
ASV_420_F,ASV_420_F,,4,0.368365,0.386888,586.385113,0,17,3
ASV_422_F,ASV_422_F,,4,0.387421,0.410903,801.563482,3,24,3
ASV_424_F,ASV_424_F,,3,0.388723,0.412264,706.984486,3,24,3
ASV_43_F,ASV_43_F,,3,0.402397,0.429075,1353.055658,0,31,3
ASV_436_F,ASV_436_F,,4,0.372718,0.392251,533.983505,7,18,3
ASV_437_F,ASV_437_F,,4,0.371919,0.39137,521.862027,1,18,3
ASV_438_F,ASV_438_F,,4,0.38258,0.404979,732.666802,3,22,3
ASV_439_F,ASV_439_F,,4,0.375135,0.394412,412.955808,3,16,3
ASV_44_F,ASV_44_F,,4,0.389742,0.413865,976.448463,4,25,3
ASV_440_F,ASV_440_F,,4,0.370331,0.388969,345.839433,1,16,3
ASV_441_F,ASV_441_F,,4,0.394767,0.420189,1100.223886,3,28,3
ASV_442_F,ASV_442_F,,4,0.369673,0.388008,427.83743,5,16,3
ASV_443_F,ASV_443_F,,4,0.347695,0.361031,135.928132,7,9,3
ASV_45_F,ASV_45_F,,4,0.381179,0.403298,649.803578,4,22,3
ASV_455_F,ASV_455_F,,4,0.39283,0.417147,1051.409576,3,25,3
ASV_458_F,ASV_458_F,,4,0.372451,0.393052,480.784163,2,19,3
ASV_46_F,ASV_46_F,,3,0.409198,0.43692,1805.585551,3,34,3
ASV_462_F,ASV_462_F,,4,0.395667,0.42115,1152.159944,3,28,3
ASV_463_F,ASV_463_F,,3,0.38945,0.414025,1093.888992,3,27,3
ASV_465_F,ASV_465_F,,4,0.378821,0.400977,939.569353,6,23,3
ASV_47_F,ASV_47_F,,3,0.399003,0.425232,1588.618537,2,30,3
ASV_473_F,ASV_473_F,,4,0.387565,0.412424,1085.761411,5,28,3
ASV_474_F,ASV_474_F,,4,0.381738,0.402978,539.368768,3,19,3
ASV_475_F,ASV_475_F,,4,0.395517,0.420989,1063.741048,3,28,3
ASV_479_F,ASV_479_F,,4,0.38104,0.403138,882.827254,2,22,3
ASV_480_F,ASV_480_F,,4,0.402086,0.428995,1278.328667,0,31,3
ASV_49_F,ASV_49_F,,4,0.387565,0.411143,1079.383413,4,24,3
ASV_492_F,ASV_492_F,,4,0.371123,0.39041,426.555669,3,17,3
ASV_50_F,ASV_50_F,,4,0.373654,0.394412,658.326688,4,21,3
ASV_500_F,ASV_500_F,,4,0.36642,0.383926,413.924919,1,15,3
ASV_502_F,ASV_502_F,,4,0.383284,0.40602,766.578485,4,23,3
ASV_503_F,ASV_503_F,,4,0.357978,0.37448,314.984205,1,14,3
ASV_508_F,ASV_508_F,,4,0.389013,0.412664,852.183833,3,24,3
ASV_51_F,ASV_51_F,,4,0.395367,0.420829,1317.807515,3,28,3
ASV_512_F,ASV_512_F,,4,0.383284,0.405299,607.354922,3,21,3
ASV_515_F,ASV_515_F,,4,0.389596,0.412744,790.671181,3,22,3
ASV_518_F,ASV_518_F,,4,0.384417,0.40682,629.63409,3,21,3
ASV_52_F,ASV_52_F,,3,0.401311,0.427313,1403.813773,3,29,3
ASV_520_F,ASV_520_F,,4,0.373252,0.392731,419.642231,5,18,3
ASV_523_F,ASV_523_F,,4,0.381319,0.403378,798.620793,1,22,3
ASV_524_F,ASV_524_F,,4,0.353601,0.366955,158.007214,1,10,3
ASV_525_F,ASV_525_F,,4,0.374595,0.394733,436.844133,4,19,3
ASV_526_F,ASV_526_F,,4,0.364751,0.382405,371.858421,6,15,3
ASV_531_F,ASV_531_F,,4,0.384559,0.408742,904.86733,4,27,3
ASV_54_F,ASV_54_F,,4,0.398698,0.425632,1566.184968,4,32,3
ASV_546_F,ASV_546_F,,4,0.359337,0.3752,336.110498,1,14,3
ASV_55_F,ASV_55_F,,4,0.412114,0.439561,1748.023244,1,33,3
ASV_56_F,ASV_56_F,,4,0.408395,0.43716,1963.750899,4,37,3
ASV_561_F,ASV_561_F,,3,0.385128,0.408581,1027.655848,5,25,3
ASV_566_F,ASV_566_F,,4,0.377858,0.399456,677.179184,2,21,3
ASV_58_F,ASV_58_F,,4,0.383284,0.40578,605.41471,5,22,3
ASV_585_F,ASV_585_F,,4,0.367455,0.384966,477.724348,6,16,3
ASV_588_F,ASV_588_F,,4,0.379511,0.401857,756.348967,1,23,3
ASV_59_F,ASV_59_F,,4,0.387565,0.410743,751.664029,4,23,3
ASV_598_F,ASV_598_F,,4,0.357855,0.37424,330.373354,6,14,3
ASV_6_F,ASV_6_F,,4,0.360083,0.37568,194.062735,4,13,3
ASV_61_F,ASV_61_F,,3,0.382299,0.403138,521.277432,3,18,3
ASV_63_F,ASV_63_F,,4,0.381458,0.403458,639.418341,2,21,3
ASV_64_F,ASV_64_F,,4,0.362971,0.378402,266.735947,6,12,3
ASV_646_F,ASV_646_F,,3,0.376764,0.397695,775.888187,5,21,3
ASV_65_F,ASV_65_F,,4,0.420776,0.450128,2549.572598,3,40,3
ASV_665_F,ASV_665_F,,4,0.364879,0.382565,357.610031,7,15,3
ASV_67_F,ASV_67_F,,3,0.405374,0.432117,1616.491948,5,31,3
ASV_69_F,ASV_69_F,,4,0.393424,0.418668,1101.266138,4,27,3
ASV_70_F,ASV_70_F,,4,0.374595,0.395133,686.562826,6,20,3
ASV_71_F,ASV_71_F,,4,0.381319,0.403618,867.823542,1,22,3
ASV_72_F,ASV_72_F,,4,0.401156,0.427874,1446.042217,0,31,3
ASV_75_F,ASV_75_F,,4,0.391648,0.415866,916.811568,0,25,3
ASV_76_F,ASV_76_F,,4,0.387133,0.410983,941.855148,3,25,3
ASV_8_F,ASV_8_F,,3,0.401775,0.429395,1775.470298,0,34,3
ASV_80_F,ASV_80_F,,4,0.387709,0.411223,864.016601,0,24,3
ASV_81_F,ASV_81_F,,3,0.400539,0.426513,1430.91048,3,29,3
ASV_84_F,ASV_84_F,,4,0.387854,0.411463,810.084497,4,24,3
ASV_86_F,ASV_86_F,,3,0.395968,0.420749,945.997998,5,26,3
ASV_87_F,ASV_87_F,,4,0.393573,0.417947,1203.668086,0,25,3
ASV_88_F,ASV_88_F,,3,0.384843,0.407301,787.729694,5,22,3
ASV_90_F,ASV_90_F,,4,0.369411,0.387928,468.573871,7,16,3
ASV_91_F,ASV_91_F,,4,0.383991,0.40642,813.403295,3,22,3
ASV_92_F,ASV_92_F,,4,0.387421,0.410583,774.808465,6,23,3
ASV_93_F,ASV_93_F,,4,0.390473,0.414585,1147.810044,3,25,3
ASV_94_F,ASV_94_F,,3,0.397632,0.42251,1234.532112,1,26,3
ASV_95_F,ASV_95_F,,3,0.383284,0.40586,832.9262,1,23,3
ASV_96_F,ASV_96_F,,4,0.370859,0.389049,372.329135,4,15,3
ASV_97_F,ASV_97_F,,4,0.387999,0.412344,897.379201,8,26,3
ASV_98_F,ASV_98_F,,4,0.371123,0.389689,419.083388,5,16,3
ASV_99_F,ASV_99_F,,4,0.390326,0.414105,895.454533,3,24,3
ASV100_B,ASV100_B,,4,0.393722,0.419789,1182.312023,2,30,
ASV1001_B,ASV1001_B,,3,0.38945,0.413385,940.612723,4,25,
ASV1002_B,ASV1002_B,,4,0.360083,0.37576,182.833528,2,12,
ASV1003_B,ASV1003_B,,3,0.391795,0.416587,1168.254381,1,27,
ASV1005_B,ASV1005_B,,4,0.376084,0.396974,520.467503,0,19,
ASV101_B,ASV101_B,,4,0.396723,0.423231,1427.672455,8,31,
ASV1018_B,ASV1018_B,,4,0.379511,0.401057,734.712331,1,21,
ASV1025_B,ASV1025_B,,4,0.333868,0.348543,98.979196,6,9,
ASV1029_B,ASV1029_B,,4,0.38104,0.403939,878.345854,6,24,
ASV103_B,ASV103_B,,4,0.391059,0.415546,1248.106411,2,26,
ASV1036_B,ASV1036_B,,4,0.373252,0.393532,484.000549,0,20,
ASV104_B,ASV104_B,,3,0.387854,0.410983,825.747998,7,23,
ASV1040_B,ASV1040_B,,4,0.384133,0.407701,954.157416,1,25,
ASV1050_B,ASV1050_B,,4,0.379373,0.400656,617.100374,4,20,
ASV1053_B,ASV1053_B,,4,0.381319,0.403618,721.670847,5,22,
ASV1059_B,ASV1059_B,,4,0.391501,0.416266,942.068378,3,26,
ASV106_B,ASV106_B,,4,0.393275,0.419228,1468.662588,2,30,
ASV1077_B,ASV1077_B,,4,0.371653,0.391851,748.12009,6,20,
ASV108_B,ASV108_B,,4,0.390619,0.415146,918.982954,2,26,
ASV109_B,ASV109_B,,4,0.380622,0.402017,548.15845,4,20,
ASV11_B,ASV11_B,,4,0.393722,0.419388,1150.116776,2,29,
ASV110_B,ASV110_B,,4,0.389888,0.414025,912.35388,4,25,
ASV111_B,ASV111_B,,4,0.387565,0.411143,894.292086,6,24,
ASV112_B,ASV112_B,,4,0.393573,0.418348,925.403412,8,26,
ASV113_B,ASV113_B,,4,0.377584,0.398815,729.153232,3,20,
ASV116_B,ASV116_B,,3,0.412604,0.440282,1979.410372,1,34,
ASV1166_B,ASV1166_B,,4,0.357118,0.372398,216.33479,1,12,
ASV118_B,ASV118_B,,4,0.382159,0.404339,771.59128,3,22,
ASV119_B,ASV119_B,,4,0.395066,0.420509,970.869526,2,28,
ASV12_B,ASV12_B,,4,0.37527,0.397054,882.558577,6,23,
ASV120_B,ASV120_B,,3,0.393871,0.419789,1341.514256,2,30,
ASV121_B,ASV121_B,,4,0.382439,0.404899,611.608093,2,22,
ASV122_B,ASV122_B,,4,0.387565,0.412024,1101.638279,6,27,
ASV123_B,ASV123_B,,3,0.39977,0.425392,1173.67886,4,28,
ASV124_B,ASV124_B,,4,0.387709,0.410903,797.827729,7,23,
ASV125_B,ASV125_B,,4,0.378545,0.399376,456.09024,3,19,
ASV126_B,ASV126_B,,4,0.379511,0.402097,589.827742,8,23,
ASV127_B,ASV127_B,,4,0.39977,0.424832,1162.815661,7,26,
ASV129_B,ASV129_B,,4,0.386558,0.408982,667.973271,8,21,
ASV13_B,ASV13_B,,4,0.385984,0.409462,882.54003,5,24,
ASV133_B,ASV133_B,,4,0.371919,0.39033,297.180483,8,15,
ASV134_B,ASV134_B,,4,0.36928,0.387928,414.220713,8,17,
ASV135_B,ASV135_B,,3,0.390619,0.414986,1082.265801,7,26,
ASV136_B,ASV136_B,,4,0.391795,0.416346,866.876127,2,26,
ASV138_B,ASV138_B,,4,0.403332,0.429475,1261.204882,2,29,
ASV141_B,ASV141_B,,4,0.384133,0.407301,789.550349,6,24,
ASV142_B,ASV142_B,,4,0.397936,0.423871,1407.531734,4,29,
ASV143_B,ASV143_B,,4,0.394468,0.419549,1078.419694,8,27,
ASV146_B,ASV146_B,,4,0.383425,0.40682,913.137492,2,25,
ASV147_B,ASV147_B,,4,0.384133,0.407621,861.793765,8,25,
ASV149_B,ASV149_B,,4,0.376084,0.397134,577.564237,2,20,
ASV15_B,ASV15_B,,4,0.403176,0.430275,1656.008247,3,32,
ASV153_B,ASV153_B,,3,0.400077,0.425392,1267.001587,2,27,
ASV154_B,ASV154_B,,4,0.393127,0.418748,1158.204017,2,29,
ASV156_B,ASV156_B,,4,0.384133,0.407061,730.295876,2,23,
ASV158_B,ASV158_B,,4,0.395968,0.42147,1256.510131,2,28,
ASV159_B,ASV159_B,,4,0.383143,0.40626,758.01961,6,24,
ASV160_B,ASV160_B,,3,0.393275,0.417227,1007.031729,7,24,
ASV161_B,ASV161_B,,4,0.380066,0.402898,759.341638,6,23,
ASV162_B,ASV162_B,,4,0.390913,0.416427,1277.787164,4,29,
ASV163_B,ASV163_B,,4,0.390326,0.414505,873.375146,5,25,
