ASV_ID,similarity,coverage,superkingdom,kingdom,phylum,class,order,family,genus,species
ASV_99,99.8,99.3,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa sp.
ASV_100,100,99.4,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,NA,NA,Prasiolales sp.
ASV_101,92.4,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Dictyochloropsis,Dictyochloropsis sp.
ASV_102,100,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus sp.
ASV_104,99.8,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,Trebouxia decolorans
ASV_105,92,93.5,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Elliptochloris,Elliptochloris antarctica
ASV_107,98.6,100,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Gloeocystis,Gloeocystis sp.
ASV_108,99.6,99.3,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa sp.
ASV_111,99.4,85.3,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,Symbiochloris irregularis
ASV_114,99.8,99.8,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa sp.
ASV_119,98.8,85.2,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,Symbiochloris irregularis
ASV_120,99.8,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus bacillaris
ASV_121,92.2,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Dictyochloropsis,Dictyochloropsis sp.
ASV_125,98.6,92.4,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,Dictyochloropsis reticulata
ASV_126,86.5,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,Symbiochloris sp.
ASV_127,98.5,100,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Diplosphaera,Diplosphaera chodatii
ASV_131,99.3,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa sp.
ASV_132,99,95.8,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa antarctica
ASV_133,99.8,94.2,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Diplosphaera,Diplosphaera chodatii
ASV_138,100,93.6,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Pseudostichococcus,Pseudostichococcus monallantoides
ASV_139,98.8,95.8,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa antarctica
ASV_140,93.3,99.3,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus bacillaris
ASV_141,99.8,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus sp.
ASV_142,100,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Dictyochloropsis,Dictyochloropsis sp.
ASV_146,93.2,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Dictyochloropsis,Dictyochloropsis sp.
ASV_148,98.4,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,Trebouxia gigantea
ASV_150,100,94,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Tritostichococcus,Tritostichococcus coniocybes
ASV_151,99.1,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa sp.
ASV_154,97.6,99.5,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Vulcanochloris,Vulcanochloris canariensis
ASV_155,99.1,85.3,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,Symbiochloris irregularis
ASV_159,100,94.2,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus mirabilis
ASV_161,87.3,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Asterochloris,Asterochloris sp.
ASV_167,97.4,100,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Gloeocystis,Gloeocystis sp.
ASV_169,98.3,95.8,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa antarctica
ASV_171,100,99.8,Eukaryota,Viridiplantae,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Interfilum,Interfilum sp.
ASV_173,99.3,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa sp.
ASV_178,85.7,99.8,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,Coccomyxa,Coccomyxa sp.
ASV_179,86.5,100,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,Symbiochloris sp.
ASV_180,99,94.1,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Deuterostichococcus,Deuterostichococcus epilithicus
